#          time         x_star         y_star           x_p1           y_p1           x_p2           y_p2           x_p3           y_p3           x_p4           y_p4 
       68.9038     -0.0050542     0.00422266          1.539       -1.28809      -0.409741       0.910514      -0.252244      -0.439118       0.121132      -0.195945 
       68.9231    -0.00515652     0.00410744        1.56872       -1.25215      -0.469668        0.88118      -0.167312      -0.477791       0.204178     -0.0996246 
       68.9423    -0.00525459      0.0039878        1.59759       -1.21554      -0.527514       0.847917     -0.0769879      -0.500464       0.219326      0.0297093 
       68.9615    -0.00534771     0.00386515        1.62561       -1.17827      -0.583019       0.810873      0.0157108      -0.506492        0.15531       0.148896 
       68.9808    -0.00543609     0.00374115        1.65275       -1.14038      -0.635936       0.770213       0.107728      -0.495804       0.028589       0.209703 
            69    -0.00552106     0.00361693          1.679       -1.10187      -0.686027       0.726119       0.196078      -0.468887      -0.112068       0.180896 
       69.0192    -0.00560436     0.00349227        1.70435       -1.06276      -0.733069       0.678788       0.277945      -0.426754      -0.205572      0.0730998 
       69.0385    -0.00568691     0.00336576        1.72878       -1.02309      -0.776853       0.628432       0.350772       -0.37089      -0.215691     -0.0649636 
       69.0577    -0.00576834     0.00323578        1.75229      -0.982865      -0.817183       0.575278       0.412334      -0.303189      -0.146562      -0.178572 
       69.0769    -0.00584742     0.00310141        1.77485      -0.942114      -0.853881       0.519563       0.460796      -0.225881     -0.0292709      -0.231384 
       69.0962    -0.00592264     0.00296247        1.79646      -0.900858      -0.886785       0.461537       0.494756      -0.141453      0.0957368      -0.210204 
       69.1154    -0.00599255     0.00281953        1.81711      -0.859118      -0.915749        0.40146       0.513268     -0.0525684       0.188651      -0.122223 
       69.1346    -0.00605601     0.00267376        1.83679      -0.816919      -0.940647       0.339601       0.515861      0.0380144       0.216578      0.0066158 
       69.1538    -0.00611242     0.00252693        1.85548      -0.774281      -0.961369       0.276237       0.502533       0.127518       0.162733       0.132797 
       69.1731    -0.00616226     0.00238107        1.87318      -0.731229      -0.977827       0.211651       0.473749       0.213221      0.0402193       0.204417 
       69.1923    -0.00620721     0.00223766        1.88987      -0.687786      -0.989951       0.146131       0.430415       0.292528      -0.102322       0.186573 
       69.2115    -0.00624943      0.0020967        1.90555      -0.643974       -0.99769        0.07997       0.373854       0.363037      -0.203259      0.0874879 
       69.2308    -0.00629034     0.00195692        1.92022      -0.599818       -1.00101      0.0134617        0.30577       0.422597      -0.225103     -0.0472836 
         69.25     -0.0063301      0.0018168        1.93386      -0.555342      -0.999912      -0.053098       0.228204       0.469367      -0.167819      -0.165424 
       69.2692    -0.00636807     0.00167527        1.94646      -0.510568      -0.994393      -0.119414       0.143486       0.501867     -0.0571711       -0.22926 
       69.2885    -0.00640323     0.00153189        1.95803      -0.465522      -0.984486      -0.185193      0.0541766        0.51902      0.0694947       -0.22089 
       69.3077    -0.00643448     0.00138682        1.96855      -0.420228      -0.970239      -0.250143     -0.0369974       0.520193       0.171641      -0.141919 
       69.3269    -0.00646085     0.00124086        1.97802      -0.374709      -0.951721       -0.31398      -0.127214       0.505225       0.212173     -0.0145604 
       69.3462    -0.00648184     0.00109546        1.98643       -0.32899      -0.929017      -0.376421      -0.213636       0.474445       0.168904       0.117558 
       69.3654    -0.00649804    0.000952435        1.99379      -0.283096      -0.902233      -0.437193      -0.293494       0.428683      0.0516776       0.199275 
       69.3846    -0.00651127    0.000812962        2.00008      -0.237051      -0.871491      -0.496029      -0.364177       0.369257     -0.0913993       0.192599 
       69.4038    -0.00652381     0.00067672        2.00531       -0.19088      -0.836932      -0.552674       -0.42332       0.297952      -0.198944       0.103202 
       69.4231     -0.0065371    0.000542147        2.00947      -0.144607      -0.798711      -0.606879      -0.468896       0.216976      -0.232389     -0.0271583 
       69.4423    -0.00655142    0.000407384        2.01256     -0.0982568      -0.757002       -0.65841      -0.499298       0.128902      -0.187366      -0.148894 
       69.4615    -0.00656618    0.000270904        2.01458     -0.0518545      -0.711991      -0.707043      -0.513407       0.036581     -0.0841877      -0.223223 
       69.4808    -0.00658028     0.00013171        2.01553    -0.00542468       -0.66388      -0.752569      -0.510652     -0.0569458      0.0431736      -0.227734 
          69.5    -0.00659232   -1.05854e-05         2.0154      0.0410081      -0.612882       -0.79479      -0.491042      -0.148563       0.153798      -0.158399 
       69.5192    -0.00660084   -0.000155624        2.01421      0.0874192      -0.559224      -0.833526      -0.455178      -0.235197       0.206603     -0.0335095 
       69.5385    -0.00660479   -0.000302184        2.01195       0.133784      -0.503145      -0.868611      -0.404237      -0.313933       0.174174        0.10339 
       69.5577    -0.00660419   -0.000448538        2.00862       0.180077      -0.444891      -0.899895      -0.339932      -0.382132      0.0632758       0.194366 
       69.5769    -0.00660036   -0.000593499        2.00422       0.226276      -0.384719      -0.927245      -0.264444       -0.43753     -0.0789835       0.198961 
       69.5962    -0.00659504   -0.000737277        1.99876       0.272354      -0.322893      -0.950545      -0.180333      -0.478327      -0.192247       0.120095 
       69.6154    -0.00658923   -0.000881181        1.99224       0.318288      -0.259684      -0.969697     -0.0904402      -0.503244       -0.23703    -0.00482485 
       69.6346     -0.0065829    -0.00102676        1.98466       0.364053      -0.195369      -0.984621     0.00222874      -0.511564      -0.204548       -0.12924 
       69.6538    -0.00657524    -0.00117529        1.97604       0.409625      -0.130229      -0.995256      0.0946146      -0.503144      -0.109561      -0.213514 
       69.6731     -0.0065649    -0.00132752        1.96636       0.454981     -0.0645475       -1.00156       0.183716      -0.478402      0.0175845      -0.230912 
       69.6923    -0.00655022    -0.00148363        1.95565       0.500096     0.00138885        -1.0035       0.266693      -0.438284       0.135891      -0.171773 
       69.7115    -0.00652942    -0.00164291         1.9439       0.544946      0.0672931       -1.00108       0.340953      -0.384218       0.200514     -0.0503657 
       69.7308    -0.00650119    -0.00180365        1.93112       0.589508       0.132879      -0.994316       0.404228      -0.318046       0.179139      0.0900229 
         69.75    -0.00646545    -0.00196355        1.91733       0.633758        0.19786      -0.983229       0.454634      -0.241955      0.0756677       0.189336 
       69.7692    -0.00642357    -0.00212086        1.90251       0.677674       0.261955      -0.967872       0.490709      -0.158398     -0.0644066        0.20526 
       69.7885    -0.00637738    -0.00227525         1.8867       0.721231       0.324886      -0.948314       0.511449     -0.0700121      -0.182473       0.137659 
       69.8077    -0.00632816    -0.00242742        1.86989       0.764408       0.386378       -0.92464       0.516317      0.0204553      -0.238233      0.0191207 
       69.8269    -0.00627635    -0.00257846        1.85209       0.807181       0.446165      -0.896954       0.505247       0.110229      -0.218475      -0.107064 
       69.8462    -0.00622168    -0.00272934        1.83331       0.849528       0.503986      -0.865377       0.478639       0.196579      -0.132357      -0.200676 
       69.8654    -0.00616335    -0.00288074        1.81356       0.891427        0.55959      -0.830044       0.437337       0.276889    -0.00635955      -0.230883 
       69.8846    -0.00610013    -0.00303283        1.79286       0.932855       0.612734       -0.79111       0.382606       0.348727       0.118743      -0.182416 
       69.9038    -0.00603058    -0.00318495        1.77122       0.973792       0.663187      -0.748742       0.316099       0.409902       0.194604     -0.0654683 
       69.9231    -0.00595369    -0.00333539        1.74864        1.01422       0.710728      -0.703125       0.239811       0.458528       0.184408      0.0771218 
       69.9423    -0.00586973    -0.00348186        1.72514        1.05411       0.755148      -0.654456       0.156035       0.493067      0.0893754       0.183867 
       69.9615    -0.00578042    -0.00362268        1.70073        1.09344       0.796252      -0.602946      0.0673035       0.512384     -0.0472445       0.211098 
       69.9808    -0.00568792    -0.00375758        1.67542         1.1322       0.833859      -0.548817     -0.0236751       0.515781      -0.169163       0.155364 
            70    -0.00559391    -0.00388734        1.64924        1.17036       0.867802      -0.492305      -0.114087        0.50303      -0.235427      0.0441259 
       70.0192    -0.00549928    -0.00401322        1.62218        1.20791       0.897931      -0.433654       -0.20109       0.474391      -0.228499     -0.0828449 
       70.0385    -0.00540422    -0.00413655        1.59428        1.24482        0.92411      -0.373121      -0.281899       0.430624      -0.151905      -0.185081 
       70.0577    -0.00530828     -0.0042585        1.56553        1.28108       0.946222      -0.310967      -0.353874       0.372983     -0.0280136      -0.227888 
       70.0769     -0.0052104    -0.00437985        1.53596        1.31666       0.964166      -0.247465      -0.414612       0.303191       0.102896      -0.190436 
       70.0962    -0.00510911     -0.0045005        1.50559        1.35155        0.97786      -0.182892      -0.462033       0.223404       0.189248     -0.0788765 
       70.1154    -0.00500326    -0.00461921        1.47442        1.38573       0.987238       -0.11753      -0.494466       0.136148       0.190237      0.0645766 
       70.1346    -0.00489298    -0.00473409        1.44248        1.41919       0.992255     -0.0516666      -0.510722       0.044246       0.104577       0.177783 
       70.1538    -0.00477973    -0.00484385        1.40978         1.4519       0.992886      0.0144097      -0.510152     -0.0492802     -0.0273893       0.216174 
       70.1731    -0.00466535    -0.00494849        1.37634        1.48384       0.989121      0.0804074      -0.492687      -0.141317      -0.152213       0.172753 
       70.1923    -0.00455123    -0.00504894        1.34218        1.51501       0.980973       0.146035      -0.458847      -0.228775      -0.228462      0.0696122 
       70.2115    -0.00443806    -0.00514662        1.30731        1.54538       0.968473       0.211002      -0.409737      -0.308711      -0.234408     -0.0572286 
       70.2308     -0.0043258    -0.00524304        1.27176        1.57494       0.951672       0.275021      -0.346999       -0.37844      -0.167938      -0.167373 
         70.25    -0.00421372    -0.00533964        1.23554        1.60367       0.930639       0.337806      -0.272758      -0.435643     -0.0471164      -0.222499 
       70.2692    -0.00410031    -0.00543737        1.19868        1.63157       0.905463       0.399078      -0.189531      -0.478452      0.0884937      -0.196343 
       70.2885    -0.00398357    -0.00553623        1.16118         1.6586       0.876252       0.458563      -0.100127      -0.505515       0.184449       -0.09116 
       70.3077     -0.0038618    -0.00563482        1.12308        1.68477       0.843132       0.515995    -0.00753749      -0.516041       0.196606      0.0517326 
       70.3269    -0.00373467    -0.00573103        1.08438        1.71005       0.806246       0.571116      0.0851782      -0.509808       0.121205       0.170406 
       70.3462    -0.00360317    -0.00582323        1.04512        1.73444       0.765756       0.623678       0.175005      -0.487163    -0.00499828       0.219716 
       70.3654     -0.0034688    -0.00591092        1.00531        1.75792       0.721839       0.673445       0.259076      -0.448985      -0.131794        0.18892 
       70.3846    -0.00333277    -0.00599443       0.964976        1.78047       0.674689       0.720193        0.33476       -0.39664      -0.217451      0.0945983 
       70.4038    -0.00319581    -0.00607459       0.924134         1.8021       0.624515       0.763709       0.399743      -0.331919      -0.236245     -0.0311936 
       70.4231    -0.00305809    -0.00615245       0.882808        1.82278        0.57154       0.803798       0.452085      -0.256966      -0.180445       -0.14846 
       70.4423     -0.0029191     -0.0062291       0.841019         1.8425       0.515999       0.840277       0.490268      -0.174203     -0.0636381      -0.215503 
       70.4615    -0.00277756    -0.00630528        0.79879        1.86126       0.458142       0.872982       0.513224     -0.0862453      0.0755285      -0.200797 
       70.4808    -0.00263161     -0.0063807       0.756142        1.87904       0.398226       0.901765       0.520351     0.00417147        0.18015      -0.102898 
          70.5     -0.0024798     -0.0064537       0.713099        1.89584       0.336522       0.926495        0.51152      0.0942729       0.203392      0.0380829 
       70.5192    -0.00232205    -0.00652194       0.669682        1.91165       0.273304        0.94706       0.487065       0.181319       0.139006       0.161218 
       70.5385    -0.00215966     -0.0065836       0.625914        1.92645       0.208858       0.963368        0.44777       0.262677      0.0196135       0.221069 
       70.5577     -0.0019944     -0.0066379       0.581818        1.94025       0.143473       0.975345       0.394844       0.335883       -0.10815       0.203096 
       70.5769    -0.00182795    -0.00668497       0.537417        1.95303      0.0774418       0.982938       0.329887        0.39871       -0.20253        0.11829 
       70.5962    -0.00166161     -0.0067255       0.492735        1.96479      0.0110621       0.986114        0.25485       0.449225      -0.234042    -0.00549683 
       70.6154    -0.00149615    -0.00676064       0.447795        1.97551     -0.0553685       0.984858       0.171992       0.485839      -0.189363       -0.12901 
       70.6346    -0.00133166    -0.00679173        0.40262        1.98521      -0.121552       0.979179      0.0838174       0.507357     -0.0774763      -0.207412 
       70.6538    -0.00116726    -0.00681991       0.357234        1.99386      -0.187193       0.969103    -0.00698039       0.513021      0.0640254       -0.20416 
       70.6731    -0.00100139    -0.00684529       0.311661        2.00147      -0.251998       0.954678     -0.0975931       0.502536       0.176261      -0.114408 
       70.6923   -0.000832823    -0.00686662       0.265925        2.00803      -0.315677       0.935969      -0.185174       0.476099       0.210417      0.0233239 
       70.7115   -0.000661668    -0.00688198       0.220049        2.01354      -0.377948       0.913065      -0.266924       0.434407       0.157663       0.149904 
       70.7308   -0.000489239    -0.00688998       0.174058        2.01799      -0.438533       0.886069      -0.340177       0.378652      0.0459947       0.219839 
         70.75   -0.000317321     -0.0068902       0.127976        2.02139      -0.497164       0.855105      -0.402493       0.310498     -0.0818128       0.214781 
       70.7692   -0.000147627    -0.00688303      0.0818264        2.02373      -0.553583       0.820316      -0.451748       0.232051      -0.184248       0.140099 
       70.7885    1.84575e-05    -0.00686951       0.035634        2.02501      -0.607539       0.781858      -0.486216       0.145791      -0.228317      0.0192386 
       70.8077    0.000180067    -0.00685122     -0.0105772        2.02523      -0.658797       0.739906      -0.504646      0.0545046      -0.195169      -0.109583 
       70.8269    0.000337164    -0.00683008      -0.056783        2.02439       -0.70713        0.69465      -0.506318     -0.0388111     -0.0891502      -0.198651 
       70.8462    0.000490838    -0.00680779      -0.102959        2.02248      -0.752328       0.646293      -0.491088      -0.131054      0.0533319      -0.206802 
       70.8654    0.000643034    -0.00678496      -0.149081        2.01952      -0.794193       0.595052      -0.459397      -0.219131       0.172066      -0.126095 
       70.8846     0.00079542    -0.00676072      -0.195125         2.0155      -0.832544       0.541157      -0.412269      -0.300078       0.216917      0.0070867 
       70.9038    0.000948438    -0.00673348      -0.241067        2.01042      -0.867214       0.484849      -0.351276      -0.371177       0.176276       0.136106 
       70.9231     0.00110143      -0.006702      -0.286883        2.00429      -0.898054       0.426378      -0.278474      -0.430056      0.0731349       0.215582 
       70.9423     0.00125324     -0.0066658      -0.332548        1.99711      -0.924931       0.366003      -0.196325      -0.474781     -0.0538053       0.223432 
       70.9615     0.00140271    -0.00662505      -0.378039        1.98888      -0.947731       0.303993        -0.1076      -0.503929      -0.163573       0.159424 
       70.9808     0.00154881    -0.00658052      -0.423331        1.97961      -0.966357       0.240622     -0.0152665      -0.516624      -0.219936      0.0423966 
            71     0.00169096    -0.00653353      -0.468402         1.9693      -0.980731       0.176168      0.0776226      -0.512563      -0.198602     -0.0907553 
       71.0192     0.00182937    -0.00648577      -0.513227        1.95795      -0.990791       0.110917       0.168041       -0.49201     -0.0993016      -0.189699 
       71.0385      0.0019654    -0.00643874      -0.557782        1.94558      -0.996499      0.0451552       0.253093      -0.455769      0.0428428      -0.209106 
       71.0577     0.00210128    -0.00639272      -0.602045        1.93219      -0.997831     -0.0208295       0.330108      -0.405138       0.166955       -0.13825 
       71.0769     0.00223887    -0.00634648      -0.645992        1.91778      -0.994784     -0.0867474       0.396719      -0.341852       0.222176      -0.010855 
       71.0962     0.00237875    -0.00629809      -0.689599        1.90236      -0.987374       -0.15231       0.450929      -0.268012       0.193991        0.11953 
       71.1154     0.00252045    -0.00624587      -0.732844        1.88595      -0.975636      -0.217231       0.491154      -0.186005       0.100146       0.207869 
       71.1346     0.00266284    -0.00618877      -0.775705        1.86855      -0.959623      -0.281227       0.516259     -0.0984302     -0.0249691       0.228511 
       71.1538      0.0028046    -0.00612638      -0.818157        1.85016      -0.939406      -0.344018       0.525577     -0.0080153       -0.14126       0.175651 
       71.1731     0.00294437    -0.00605898       -0.86018         1.8308      -0.915076      -0.405332       0.518913       0.082462      -0.209525       0.063332 
       71.1923     0.00308108    -0.00598753       -0.90175        1.81048      -0.886739      -0.464899       0.496541       0.170248      -0.200137     -0.0731077 
       71.2115     0.00321445    -0.00591359      -0.942846        1.78921      -0.854519      -0.522461       0.459185       0.252688      -0.108337      -0.180986 
       71.2308     0.00334542    -0.00583862      -0.983446        1.76699      -0.818558      -0.577768       0.408001       0.327289      0.0321198      -0.211403 
         71.25     0.00347583    -0.00576289       -1.02353        1.74385      -0.779012      -0.630577        0.34454       0.391787       0.160467      -0.151131 
       71.2692     0.00360712    -0.00568526       -1.06307        1.71978      -0.736053      -0.680659       0.270713       0.444206       0.225657     -0.0306468 
       71.2885     0.00373962    -0.00560397       -1.10206        1.69482       -0.68987      -0.727795        0.18874       0.482908        0.21014       0.100099 
       71.3077     0.00387263     -0.0055175       -1.14046        1.66895      -0.640662      -0.771778       0.101097       0.506643       0.126241        0.19663 
       71.3269     0.00400485    -0.00542485       -1.17826        1.64221      -0.588643      -0.812417      0.0104574       0.514593     0.00384703       0.229916 
       71.3462     0.00413466    -0.00532569       -1.21544        1.61461      -0.534039      -0.849534     -0.0803833       0.506399      -0.118139       0.188649 
       71.3654     0.00426034    -0.00522039       -1.25198        1.58615      -0.477087      -0.882964      -0.168579       0.482193      -0.197821      0.0819405 
       71.3846     0.00438043    -0.00511023       -1.28786        1.55686      -0.418035      -0.912561      -0.251319       0.442603      -0.200428     -0.0566181 
       71.4038     0.00449432    -0.00499718       -1.32306        1.52674       -0.35714      -0.938194      -0.325913       0.388758      -0.116941       -0.17236 
       71.4231     0.00460282    -0.00488322       -1.35757        1.49582      -0.294666      -0.959748      -0.389886       0.322261      0.0204411      -0.213505 
       71.4423     0.00470767    -0.00476912       -1.39135        1.46411      -0.230885      -0.977128      -0.441065       0.245162       0.151894      -0.164469 
       71.4615     0.00481037    -0.00465432        -1.4244        1.43163      -0.166074      -0.990254      -0.477667       0.159896       0.226571     -0.0518999 
       71.4808     0.00491145    -0.00453761        -1.4567        1.39839      -0.100518      -0.999067      -0.498371      0.0692156       0.223799       0.078227 
          71.5     0.00501059    -0.00441791       -1.48823        1.36441     -0.0345003       -1.00352      -0.502386     -0.0239038       0.150419       0.182216 
       71.5192      0.0051069    -0.00429451       -1.51897        1.32971      0.0316888        -1.0036      -0.489486      -0.116367      0.0316369       0.227913 
       71.5385     0.00519916    -0.00416722       -1.54891         1.2943      0.0977601      -0.999301      -0.460037      -0.205075     -0.0951665       0.198587 
       71.5577     0.00528598    -0.00403654       -1.57802        1.25821       0.163424      -0.990633      -0.414987      -0.287041       -0.18567      0.0983084 
       71.5769     0.00536616    -0.00390386       -1.60631        1.22146       0.228392      -0.977632      -0.355836      -0.359508      -0.200178     -0.0412174 
       71.5962     0.00543946    -0.00377135       -1.63374        1.18406        0.29238      -0.960352       -0.28458      -0.420054      -0.125719      -0.163708 
       71.6154     0.00550712    -0.00364107        -1.6603        1.14603       0.355104      -0.938866      -0.203629      -0.466684     0.00725739      -0.215231 
       71.6346     0.00557135    -0.00351381       -1.68599        1.10739       0.416288      -0.913263      -0.115716      -0.497903       0.140652      -0.177961 
       71.6538     0.00563409    -0.00338899       -1.71078        1.06817       0.475662      -0.883654     -0.0237871       -0.51276       0.224195     -0.0742518 
       71.6731     0.00569644    -0.00326529       -1.73467        1.02838       0.532962      -0.850164      0.0691123      -0.510876       0.234124      0.0542275 
       71.6923     0.00575866    -0.00314133       -1.75763       0.988041       0.587935      -0.812937       0.159948      -0.492437       0.171773       0.164855 
       71.7115     0.00582033    -0.00301592       -1.77966        0.94718       0.640336      -0.772134       0.245801      -0.458175      0.0574784       0.222627 
       71.7308     0.00588054    -0.00288825       -1.80075       0.905816       0.689932      -0.727932       0.323967      -0.409324     -0.0732113       0.205477 
         71.75     0.00593797    -0.00275816       -1.82087       0.863971       0.736501      -0.680523       0.392035      -0.347561      -0.173793       0.112377 
       71.7692     0.00599134    -0.00262648       -1.84003       0.821666       0.779835      -0.630113        0.44795      -0.274942      -0.199957      -0.026909 
       71.7885     0.00604026    -0.00249495       -1.85822       0.778925       0.819739      -0.576922       0.490072       -0.19382      -0.135194      -0.154955 
       71.8077     0.00608577    -0.00236518       -1.87541       0.735769       0.856036      -0.521184       0.517202      -0.106769    -0.00790145      -0.216454 
       71.8269      0.0061298    -0.00223762        -1.8916       0.692222       0.888561      -0.463144        0.52861     -0.0165052       0.126334       -0.19135 
       71.8462     0.00617401    -0.00211145       -1.90679       0.648305       0.917168      -0.403057       0.524035      0.0741967        0.21811     -0.0972943 
       71.8654     0.00621926     -0.0019852       -1.92096       0.604044       0.941728      -0.341188       0.503689       0.162576       0.240635       0.028605 
       71.8846      0.0062656    -0.00185726       -1.93411        0.55946       0.962128      -0.277811       0.468237       0.245958        0.18978       0.145071 
       71.9038     0.00631242    -0.00172617       -1.94623       0.514578       0.978276      -0.213205       0.418778       0.321828      0.0808608       0.214542 
       71.9231     0.00635841    -0.00159083       -1.95731       0.469422       0.990099      -0.147658       0.356812       0.387889     -0.0526822       0.209749 
       71.9423     0.00640179    -0.00145089       -1.96734       0.424015        0.99754     -0.0814601       0.284203        0.44212      -0.162442       0.124605 
       71.9615     0.00644068    -0.00130713       -1.97632       0.378382        1.00057     -0.0149051        0.20313       0.482839      -0.199936      -0.013136 
       71.9808     0.00647419    -0.00116141       -1.98425       0.332546        0.99916      0.0517109       0.116038       0.508739      -0.145521      -0.145505 
            72     0.00650289    -0.00101553       -1.99112       0.286533       0.993328       0.118092      0.0255726        0.51894     -0.0251012      -0.216526 
       72.0192     0.00652824   -0.000870256       -1.99692       0.240367       0.983094       0.183941     -0.0654831       0.513021       0.108912      -0.203838 
       72.0385     0.00655153   -0.000725202       -2.00165       0.194072       0.968503       0.248967      -0.154288       0.491042        0.20821      -0.120109 
       72.0577     0.00657347   -0.000579393       -2.00532       0.147673        0.94962       0.312879      -0.238021        0.45356       0.243126     0.00229917 
       72.0769     0.00659408   -0.000431658       -2.00791       0.101195       0.926527       0.375393      -0.313973       0.401632       0.204148       0.123759 
       72.0962     0.00661274   -0.000280869       -2.00942      0.0546631       0.899328       0.436229      -0.379631       0.336796       0.101431        0.20446 
       72.1154     0.00662819   -0.000126194       -2.00986     0.00810176       0.868144       0.495118      -0.432775       0.261039     -0.0339447       0.212065 
       72.1346     0.00663853     3.2448e-05       -2.00922      -0.038464       0.833113       0.551796      -0.471559       0.176748      -0.151906       0.135526 
       72.1538     0.00664189    0.000193878        -2.0075     -0.0850091       0.794393       0.606012      -0.494592      0.0866386      -0.200308     0.00060299 
       72.1731      0.0066374     0.00035582       -2.00471      -0.131509       0.752156       0.657525      -0.501002    -0.00633624      -0.156809      -0.134829 
       72.1923     0.00662577    0.000516046       -2.00084      -0.177938       0.706593       0.706106      -0.490483     -0.0990861     -0.0443988      -0.214802 
       72.2115     0.00660865    0.000673369       -1.99589      -0.224271       0.657905        0.75154       -0.46332      -0.188498      0.0882792      -0.214635 
       72.2308     0.00658764     0.00082768       -1.98988      -0.270484       0.606312       0.793625      -0.420386      -0.271559       0.194285      -0.141834 
         72.25     0.00656396    0.000979556       -1.98279      -0.316552       0.552044       0.832175      -0.363111      -0.345467       0.241285     -0.0238189 
       72.2692     0.00653828     0.00112994       -1.97464      -0.362449       0.495344       0.867021      -0.293434      -0.407748       0.214476       0.101751 
       72.2885     0.00651063     0.00127997       -1.96542      -0.408152       0.436465        0.89801       -0.21372      -0.456346       0.118727         0.1931 
       72.3077     0.00648033     0.00143065       -1.95515      -0.453635        0.37567       0.925005       -0.12667      -0.489694      -0.017417       0.212988 
       72.3269     0.00644593     0.00158235       -1.94383      -0.498874        0.31323        0.94789      -0.035209      -0.506773      -0.142474       0.145636 
       72.3462     0.00640588     0.00173416       -1.93146      -0.543844       0.249424       0.966564      0.0576219      -0.507128      -0.201286      0.0148126 
       72.3654     0.00635965     0.00188412       -1.91805      -0.588522       0.184536       0.980948       0.148782      -0.490876      -0.169203      -0.122454 
       72.3846     0.00630815     0.00203037        -1.9036      -0.632882       0.118855       0.990981       0.235335      -0.458681     -0.0657919      -0.210791 
       72.4038     0.00625314     0.00217207       -1.88813      -0.676901      0.0526721       0.996621       0.314546      -0.411714      0.0645472      -0.223154 
       72.4231     0.00619636     0.00230936       -1.87164      -0.720556     -0.0137183       0.997846       0.383965      -0.351597       0.176473      -0.161795 
       72.4423     0.00613916     0.00244312       -1.85414      -0.763821     -0.0800221       0.994655        0.44149      -0.280335        0.23523     -0.0490535 
       72.4615     0.00608237     0.00257467       -1.83564      -0.806674      -0.145946       0.987064       0.485425      -0.200242       0.220863      0.0796797 
       72.4808     0.00602613     0.00270565       -1.81615      -0.849092      -0.211197        0.97511       0.514512      -0.113864       0.132882        0.18097 
          72.5     0.00596964     0.00283762       -1.79568      -0.891052      -0.275489        0.95885       0.527956     -0.0238975    -0.00285399       0.212916 
       72.5192     0.00591119     0.00297145       -1.77424       -0.93253      -0.338537       0.938359       0.525432      0.0668887      -0.133786       0.155312 
       72.5385     0.00584885     0.00310661       -1.75184      -0.973504      -0.400063       0.913729       0.507085        0.15573      -0.202469      0.0298533 
       72.5577     0.00578168     0.00324144       -1.72849       -1.01395      -0.459798       0.885075       0.473515       0.239937      -0.182186      -0.108057 
       72.5769     0.00571008     0.00337427       -1.70421       -1.05385      -0.517478       0.852523       0.425763       0.316967     -0.0886206      -0.204087 
       72.5962     0.00563527     0.00350428       -1.67901       -1.09318       -0.57285       0.816222       0.365271       0.384487       0.038413      -0.228852 
       72.6154     0.00555851     0.00363148        -1.6529       -1.13192      -0.625672       0.776334       0.293856       0.440435       0.155422      -0.179355 
       72.6346     0.00548084     0.00375652       -1.62589       -1.17004      -0.675713       0.733036       0.213658       0.483074       0.225524     -0.0727228 
       72.6538     0.00540287     0.00388053         -1.598       -1.20753      -0.722754       0.686523       0.127088       0.511041       0.223753      0.0582305 
       72.6731     0.00532456     0.00400501       -1.56925       -1.24437      -0.766589          0.637       0.036773       0.523393       0.144214       0.168679 
       72.6923     0.00524487     0.00413145       -1.53965       -1.28054      -0.807027       0.584689     -0.0545153       0.519644       0.010021       0.212316 
       72.7115     0.00516179     0.00426057       -1.50921       -1.31601      -0.843893       0.529819      -0.143935       0.499786      -0.125515       0.164932 
       72.7308     0.00507309     0.00439156       -1.47795       -1.35076      -0.877025       0.472635      -0.228655       0.464311      -0.203443      0.0460704 
         72.75     0.00497759     0.00452246        -1.4459       -1.38479      -0.906279       0.413388      -0.305941       0.414209      -0.195217     -0.0912532 
       72.7692     0.00487546     0.00465126       -1.41306       -1.41806      -0.931529       0.352341      -0.373249        0.35096      -0.112258      -0.194185 
       72.7885     0.00476767     0.00477663       -1.37945       -1.45056      -0.952664       0.289762      -0.428312       0.276495       0.010508      -0.231099 
       72.8077     0.00465546     0.00489796       -1.34509       -1.48228      -0.969594       0.225926      -0.469229       0.193155       0.131722      -0.193796 
       72.8269     0.00454003     0.00501527       -1.31001       -1.51319      -0.982244       0.161115      -0.494546       0.103616       0.212676      -0.094061 
       72.8462     0.00442233     0.00512918       -1.27421       -1.54328      -0.990561       0.095614       -0.50332      0.0108077       0.223542      0.0381364 
       72.8654     0.00430276     0.00524083       -1.23772       -1.57254      -0.994508      0.0297098       -0.49517     -0.0821911       0.153043       0.156824 
       72.8846     0.00418073     0.00535147       -1.20056       -1.60094       -0.99407     -0.0363076      -0.470304      -0.172265      0.0215676       0.211654 
       72.9038      0.0040546     0.00546165       -1.16275       -1.62847      -0.989248      -0.102148      -0.429518      -0.256382      -0.117261       0.174922 
       72.9231     0.00392258     0.00557043       -1.12431       -1.65511      -0.980065      -0.167523      -0.374173      -0.331707      -0.203803      0.0638061 
       72.9423     0.00378393     0.00567578       -1.08525       -1.68086      -0.966562      -0.232145      -0.306143       -0.39572      -0.207788     -0.0718138 
       72.9615     0.00363918     0.00577573       -1.04561       -1.70569      -0.948798      -0.295729      -0.227744      -0.446305      -0.136058       -0.18088 
       72.9808     0.00348969      0.0058689        -1.0054        -1.7296       -0.92685      -0.357997      -0.141636      -0.481829     -0.0184502      -0.229659 
            73     0.00333711     0.00595465       -0.96464       -1.75256      -0.900816      -0.418675     -0.0507199      -0.501199       0.106076      -0.204863 
       73.0192     0.00318319     0.00603307      -0.923357       -1.77458      -0.870811      -0.477495       0.041975      -0.503886       0.197318       -0.11285 
